engine_id,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,predicted_rul_capped_raw,predicted_rul_capped,actual_rul,actual_rul_capped,high_risk_probability,expected_failure_loss,maintenance_cost,failure_cost,break_even_probability,financial_benefit,maintenance_economically_justified,economic_action
78,72,-0.0034,0.0003,100.0,518.67,641.78,1580.66,1389.33,14.62,21.61,554.93,2387.99,9062.94,1.3,47.2,522.51,2387.96,8148.46,8.3793,0.03,391,2388,100.0,39.0,23.2748,122.30218866110229,122.30218866110229,107,107,5.834184291816557e-05,2.3336737167266226,8000,40000,0.2,-7997.6663262832735,False,Continue / monitor
79,101,-0.0031,-0.0001,100.0,518.67,642.43,1590.94,1405.39,14.62,21.61,553.4,2388.15,9040.39,1.3,47.66,521.55,2388.14,8125.55,8.4516,0.03,393,2388,100.0,38.72,23.287,111.67894256756045,111.67894256756045,63,63,0.0001911226088135404,7.644904352541617,8000,40000,0.2,-7992.355095647458,False,Continue / monitor
80,133,-0.0029,0.0001,100.0,518.67,642.64,1591.41,1407.15,14.62,21.61,552.63,2388.11,9069.7,1.3,47.57,521.05,2388.02,8142.89,8.4671,0.03,393,2388,100.0,38.69,23.2813,82.89768329639898,82.89768329639898,90,90,0.00473873676556239,189.5494706224956,8000,40000,0.2,-7810.450529377505,False,Continue / monitor
81,213,-0.0027,0.0003,100.0,518.67,643.49,1598.35,1427.83,14.62,21.61,551.53,2388.2,9075.26,1.3,48.11,519.67,2388.22,8148.37,8.4987,0.03,397,2388,100.0,38.46,23.1537,7.9763438605600046,7.9763438605600046,8,8,0.9535700193134173,38142.80077253669,8000,40000,0.2,30142.80077253669,True,Preventative maintenance
82,162,-0.0016,0.0,100.0,518.67,643.57,1597.99,1427.69,14.62,21.61,551.15,2388.2,9058.64,1.3,48.08,520.02,2388.29,8126.2,8.5028,0.03,397,2388,100.0,38.62,23.1211,8.530140947332573,8.530140947332573,9,9,0.9507528434689957,38030.11373875983,8000,40000,0.2,30030.11373875983,True,Preventative maintenance
83,73,-0.0024,0.0002,100.0,518.67,642.81,1594.68,1406.9,14.62,21.61,553.87,2388.06,9058.7,1.3,47.2,521.67,2388.09,8141.38,8.4309,0.03,392,2388,100.0,38.74,23.3021,110.39603034471008,110.39603034471008,137,125,0.0002205667787767591,8.822671151070363,8000,40000,0.2,-7991.177328848929,False,Continue / monitor
84,172,0.0015,0.0001,100.0,518.67,643.39,1588.7,1412.73,14.62,21.61,552.47,2388.16,9050.57,1.3,47.6,520.88,2388.22,8130.61,8.4791,0.03,395,2388,100.0,38.62,23.2039,54.94654202445511,54.94654202445511,58,58,0.09754561590753554,3901.8246363014214,8000,40000,0.2,-4098.175363698579,False,Continue / monitor
85,34,0.0014,-0.0005,100.0,518.67,642.58,1582.94,1413.22,14.62,21.61,553.55,2388.07,9045.23,1.3,47.73,521.43,2388.09,8126.6,8.4228,0.03,393,2388,100.0,38.84,23.3107,111.74216321221951,111.74216321221951,118,118,0.00018977783275242853,7.591113310097142,8000,40000,0.2,-7992.408886689903,False,Continue / monitor
86,110,-0.0012,0.0004,100.0,518.67,643.07,1586.29,1404.83,14.62,21.61,553.65,2388.05,9074.53,1.3,47.52,521.52,2388.13,8148.14,8.45,0.03,394,2388,100.0,38.94,23.2484,85.65414358524107,85.65414358524107,89,89,0.003487208872130887,139.48835488523548,8000,40000,0.2,-7860.511645114764,False,Continue / monitor
87,56,-0.0019,0.0005,100.0,518.67,642.18,1584.33,1391.48,14.62,21.61,554.39,2388.04,9056.99,1.3,47.4,522.15,2388.02,8146.94,8.4313,0.03,393,2388,100.0,38.89,23.2605,113.48295627633969,113.48295627633969,116,116,0.0001562445985603997,6.249783942415988,8000,40000,0.2,-7993.750216057584,False,Continue / monitor
88,68,0.0021,0.0005,100.0,518.67,642.91,1593.67,1405.22,14.62,21.61,553.68,2388.14,9046.75,1.3,47.39,521.69,2388.18,8127.79,8.4101,0.03,394,2388,100.0,38.8,23.4181,111.98617387723566,111.98617387723566,115,115,0.00018467557379028094,7.387022951611238,8000,40000,0.2,-7992.6129770483885,False,Continue / monitor
89,177,0.001,-0.0003,100.0,518.67,642.91,1588.94,1407.43,14.62,21.61,553.18,2388.08,9057.58,1.3,47.36,521.47,2388.12,8130.76,8.4575,0.03,395,2388,100.0,38.82,23.235,107.29690152108056,107.29690152108056,136,125,0.00031178522379722275,12.47140895188891,8000,40000,0.2,-7987.528591048111,False,Continue / monitor
90,146,-0.0011,0.0003,100.0,518.67,643.45,1587.78,1418.85,14.62,21.61,552.31,2388.19,9087.59,1.3,48.0,521.32,2388.09,8156.46,8.4686,0.03,393,2388,100.0,38.6,23.1409,35.76931384969526,35.76931384969526,28,28,0.4793867413134488,19175.46965253795,8000,40000,0.2,11175.469652537951,True,Preventative maintenance
91,234,-0.0003,0.0001,100.0,518.67,643.18,1605.05,1419.74,14.62,21.61,552.22,2388.2,9052.13,1.3,48.01,520.96,2388.21,8123.71,8.5104,0.03,395,2388,100.0,38.73,23.2522,36.23169321127491,36.23169321127491,38,38,0.46651209889590184,18660.483955836073,8000,40000,0.2,10660.483955836073,True,Preventative maintenance
92,150,-0.001,-0.0004,100.0,518.67,644.03,1597.06,1414.07,14.62,21.61,550.88,2388.23,9049.25,1.3,47.98,520.17,2388.19,8122.89,8.4804,0.03,394,2388,100.0,38.53,23.1211,24.93524459203147,24.93524459203147,20,20,0.7554289304333941,30217.157217335764,8000,40000,0.2,22217.157217335764,True,Preventative maintenance
93,244,-0.0019,-0.0003,100.0,518.67,643.02,1598.84,1416.19,14.62,21.61,552.86,2388.15,9074.82,1.3,47.67,520.66,2388.14,8155.63,8.4826,0.03,392,2388,100.0,38.7,23.1944,43.320830984934226,43.320830984934226,85,85,0.28371991407312286,11348.796562924914,8000,40000,0.2,3348.796562924914,True,Preventative maintenance
94,133,0.0008,0.0001,100.0,518.67,642.77,1589.5,1420.94,14.62,21.61,552.78,2388.17,9051.22,1.3,47.81,520.62,2388.13,8133.36,8.5167,0.03,393,2388,100.0,38.63,23.2933,49.814801562250274,49.814801562250274,55,55,0.16090246188917284,6436.098475566913,8000,40000,0.2,-1563.9015244330867,False,Continue / monitor
95,89,0.0001,0.0004,100.0,518.67,641.97,1586.25,1398.61,14.62,21.61,553.47,2388.08,9052.14,1.3,47.42,521.95,2388.1,8135.14,8.4294,0.03,394,2388,100.0,38.94,23.3458,116.90727317841902,116.90727317841902,128,125,0.00010658471838115446,4.263388735246179,8000,40000,0.2,-7995.736611264754,False,Continue / monitor
96,97,-0.0006,0.0003,100.0,518.67,642.3,1590.88,1397.94,14.62,21.61,553.99,2388.03,9062.41,1.3,47.14,522.3,2388.01,8148.24,8.411,0.03,391,2388,100.0,38.96,23.4606,121.96141905773395,121.96141905773395,137,125,6.060545107304574e-05,2.42421804292183,8000,40000,0.2,-7997.575781957078,False,Continue / monitor
97,134,0.0013,-0.0001,100.0,518.67,642.59,1582.96,1410.92,14.62,21.61,554.05,2388.06,9076.36,1.3,47.38,521.58,2388.06,8155.48,8.45,0.03,395,2388,100.0,38.61,23.2953,80.99705516936524,80.99705516936524,82,82,0.005853094349686459,234.12377398745838,8000,40000,0.2,-7765.876226012541,False,Continue / monitor
98,121,0.0017,0.0001,100.0,518.67,642.68,1599.51,1415.47,14.62,21.61,553.44,2388.13,9062.34,1.3,47.66,521.53,2388.09,8146.39,8.4235,0.03,394,2388,100.0,38.76,23.3608,86.51669461492178,86.51669461492178,59,59,0.003167890858020624,126.71563432082496,8000,40000,0.2,-7873.284365679175,False,Continue / monitor
99,97,0.0047,-0.0,100.0,518.67,642.0,1585.03,1397.98,14.62,21.61,554.75,2388.01,9067.16,1.3,47.26,521.82,2388.02,8150.38,8.4003,0.03,391,2388,100.0,38.95,23.3595,121.99195945665801,121.99195945665801,117,117,6.039904920334521e-05,2.4159619681338085,8000,40000,0.2,-7997.584038031866,False,Continue / monitor
100,198,0.0013,0.0003,100.0,518.67,642.95,1601.62,1424.99,14.62,21.61,552.48,2388.06,9155.03,1.3,47.8,521.07,2388.05,8214.64,8.4903,0.03,396,2388,100.0,38.7,23.1855,20.694171520600705,20.694171520600705,20,20,0.832235224040371,33289.40896161484,8000,40000,0.2,25289.40896161484,True,Preventative maintenance
